agency,series,code,description,screenTitle,type,charLimit,tsj,constraints
Federal,s5810,c162,American with disabilities act - access expenditures,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c163,Amortization or depreciation for child care facility before 1990,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c164,Entity-level income tax payment,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c165,Capital loss derived from the exchange of legal tender,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c166,Motion picture productions costs,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c167,Other adjustments related to tax credits,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c168,Other additions (Click on button to expand),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c169,Non-Arizona municipal interest,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c170,Partnership income,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c171,Total federal depreciation,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c174,Married persons filing separate returns (Residents only),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c175,Schedule K-1 Fiduciary Adjustment,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c176,Lump-Sum distributions excluded on the Federal return,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c177,Items previously deducted for AZ purposes,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c178,Claim of right adjustment for amounts repaid,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c179,Claim of right adjustment for amounts repaid in previous years,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c180,Agricultural water conservation expenses related to credit claimed on Form 312,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c182,Adjustment for net operating loss due to claim of right,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c184,Addition to S-Corp income due to pass-through credits,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c185,Adjusted basis in property due to investment in qualified small businesses,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c186,Adjusted basis in property due for investment in agricultural Pollution Control Equipment,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c187,Adjusted basis in property due for investment in Pollution Control Equipment,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c188,Nonqualified withdrawals from 529 college savings plans,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c189,Sole proprietorship loss of an AZ marijuana dispensary included in federal AGI,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c190,Federal NOL carryforward from non AZ sources (Residents only),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c191,Federal cap. loss carryforward deduction incurred from non-AZ sources (Residents only),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c192,American with disabilities act - access expenditures,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c193,Amortization or depreciation for child care facility before 1990,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c194,Entity-level income tax payment,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c195,Capital loss derived from the exchange of legal tender,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c196,Motion picture productions costs,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c197,Other adjustments related to tax credits,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5810,c198,Other additions (Click on button to expand),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5810,c199,Non-Arizona municipal interest,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c200,Partnership income,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c201,Payment made with original return plus payments made after being filed,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c202,Overpayment from original return,AZ Amended Return (140X),NUMBER,,N,
Federal,s5810,c203,Overpayment applied (1=all),AZ Amended Return (140X),NUMBER,,N,
Federal,s5810,c204,Total net capital gain/loss,AZ Amended Return (140X),NUMBER,,N,
Federal,s5810,c205,Total net short-term capital gain/loss,AZ Amended Return (140X),NUMBER,,N,
Federal,s5810,c206,Total net long-term capital gain/loss,AZ Amended Return (140X),NUMBER,,N,
Federal,s5810,c207,Net long-term capital gains from assets acquired after 12/31/2011,AZ Amended Return (140X),NUMBER,,N,
Federal,s5810,c208,Amount of allowable subtraction,AZ Amended Return (140X),NUMBER,,N,
Federal,s5810,c209,,AZ Amended Return (140X),,,N,
Federal,s5810,c210,,AZ Amended Return (140X),,,N,
Federal,s5810,c211,"Income, deductions and credits you are changing",AZ Amended Return (140X),,,N,
Federal,s5810,c221,Total federal depreciation,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c241,Recalculated Arizona depreciation,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c242,Married persons filing separate returns,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c243,Partnership income,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c244,Interest on U.S. obligations,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c245,"Exclusion for federal, state or local pensions",AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c246,Exclusion for benefits received as a retired service of the United States,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c247,Social security and railroad retirement benefits,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c248,Certain wages of Native Americans,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c249,"Compensation received for active service to reserves, national guard or U.S. armed forces",AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c250,Net operating loss adjustment,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c253,Schedule K-1 fiduciary adjustment,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c254,Federally taxable AZ muni. interest,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c255,Adoption expense,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c256,Qualified fireplace,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c257,Claim of right adjustment for amounts repaid in prior years,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c259,Qualified state tuition distributions,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c260,Installment sale income from another state,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c261,Agricultural crops contributed,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c262,Basis adjustment for property sold or disposed of during taxable year,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c263,Sole proprietorship income of an AZ marijuana dispensary included in Fed. AGI,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c264,Long term care premiums,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c265,American with disabilities act - access expenditures,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c266,"Exploration expenses deferred before January 1, 1990",AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c267,Total amount of ordinary and necessary expenses related to the sales of recreational use products (Sole Proprietorship),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c268,Pro-rate share of ordinary and necessary expenses related to the sales of recreational use products (S Corporation shareholders),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c269,Value of virtual currency and non-fungible tokens received,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c270,Gas fees not included in virtual currency or non-fungible token basis,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c271,Arizona families tax rebate,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c272,Other subtractions (Click on button to expand),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c273,Net capital gain from the exchange of legal tender,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c274,No tax on tips,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c275,No tax on overtime,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c276,No tax on car loan interest,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c277,Enhanced deduction for seniors,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=0; max=999999999
Federal,s5810,c301,Recalculated Arizona depreciation,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c302,Married persons filing separate returns,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c303,Partnership income,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c304,Interest on U.S. obligations,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c305,"Exclusion for federal, state or local pensions",AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c306,Exclusion for benefits received as a retired service of the United States,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c307,Social security and railroad retirement benefits,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c308,Certain wages of Native Americans,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c309,"Compensation received for active service to reserves, national guard or U.S. armed forces",AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c310,Net operating loss adjustment,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c313,Schedule K-1 fiduciary adjustment,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c314,Federally taxable AZ muni. interest,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c315,Adoption expense,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c316,Qualified fireplace,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c317,Claim of right adjustment for amounts repaid in prior years,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c319,Qualified state tuition distributions,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c320,Installment sale income from another state,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c321,Agricultural crops contributed,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c322,Basis adjustment for property sold or disposed of during taxable year,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c323,Sole proprietorship income of an AZ marijuana dispensary included in Fed. AGI,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c324,Long term care premiums,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c325,American with disabilities act - access expenditures,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c326,"Exploration expenses deferred before January 1, 1990",AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c327,Total amount of ordinary and necessary expenses related to the sales of recreational use products (Sole Proprietorship),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c328,Pro-rate share of ordinary and necessary expenses related to the sales of recreational use products (S Corporation shareholders),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c329,Value of virtual currency and non-fungible tokens received,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c330,Gas fees not included in virtual currency or non-fungible token basis,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c331,Arizona families tax rebate,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c332,Other subtractions (Click on button to expand),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5810,c333,Net capital gain from the exchange of legal tender,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c334,No tax on tips,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c335,No tax on overtime,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c336,No tax on car loan interest,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c337,Enhanced deduction for seniors,AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1; max=999999999
Federal,s5810,c500,Percentage of Arizona residency (.xxx),AZ Amended Return (140X),NUMBER,,N,formattedNumber; min=-1.0; max=1.0
Federal,s5811,c10,Estimated tax applied to next year (memo only),IN Amended Return (IT-40X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5811,c17,Amount paid on original return,IN Amended Return (IT-40X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5811,c18,Amount previously refunded (memo only),IN Amended Return (IT-40X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5812,c2,SD 100 Amended Return [MANDATORY],OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c70,Amount paid with prior returns plus additional payments,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5812,c71,Refund/credit claimed on original and previously amended,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5812,c101,Amount previously paid with return,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5812,c102,Overpayment previously received,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5812,c103,Ohio adjusted gross income change,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c104,Business income deduction add-back changed,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c105,Wages and other compensation changed (Earned income tax base only),OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c106,Net self-employment income changed (Earned income tax base only),OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c107,Filing status changed,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c108,Schedule of school district residency changed,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c109,Senior citizen credit claimed,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c110,Other reason for amending,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c111,School district withholding,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c186,Net Operating Loss Carryback,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1; src:STRING; source:maxLength=1
Federal,s5812,c200,"Federal adjusted gross income: 1=increase, 2=decrease",OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=2; src:STRING; source:maxLength=1
Federal,s5812,c201,Filing status changed,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c202,Residency status changed,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c203,"Exemptions: 1=increase, 2=decrease",OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=2; src:STRING; source:maxLength=1
Federal,s5812,c204,Additions to income,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c205,Deductions from income,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c206,"Nonrefundable credits(s): 1=increase, 2=decrease",OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=2; src:STRING; source:maxLength=1
Federal,s5812,c207,"Nonresident credit: 1=increase, 2=decrease",OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=2; src:STRING; source:maxLength=1
Federal,s5812,c208,"Resident credit: 1=increase, 2=decrease",OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=2; src:STRING; source:maxLength=1
Federal,s5812,c210,"Refundable credit(s): 1=increase, 2=decrease",OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=2; src:STRING; source:maxLength=1
Federal,s5812,c234,Other reason for amending,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5812,c235,Ohio Withholding,OH Amended Return (IT-RE/SD-RE),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5814,c51,Adjusted gross income,MI Amended Return (MI-1040),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5814,c65,Amount paid with original return,MI Amended Return (MI-1040),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5814,c66,Refund on original return,MI Amended Return (MI-1040),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5814,c71,Adjusted gross income,MI Amended Return (MI-1040),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5814,c126,Reason for Amended (Ctrl-T),MI Amended Return (MI-1040),NUMBER,,N,formattedNumber; min=0; max=14
Federal,s5816,c80,Paid with the original return,ME Amended Return (1040X-ME),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5816,c81,Overpayment from original return,ME Amended Return (1040X-ME),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5816,c102,Overpayment credited to 2026 estimated taxes,ME Amended Return (1040X-ME),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5817,c47,Amount paid with original return and tax paid after filing,VA Amended Return,NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5817,c48,Overpayment from original return,VA Amended Return,NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5817,c49,Reason for amended return,VA Amended Return,STRING,60,N,maxLength=60
Federal,s5819,c117,Amending due to a federal change,MA Amended Return,NUMBER,,N,formattedNumber; min=1; max=1
Federal,s5819,c138,Overpayment on original return,MA Amended Return,NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5819,c139,Amount paid with original return,MA Amended Return,NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5819,c149,Amending due to other jurisdiction change,MA Amended Return,NUMBER,,N,formattedNumber; min=1; max=1
Federal,s5819,c150,Amending due to an IRS BBA Partnership Audit,MA Amended Return,NUMBER,,N,formattedNumber; min=1; max=1
Federal,s5819,c151,Other jurisdiction change date,MA Amended Return,DATE,,N,
Federal,s5820,c4,Amended due to IRS audit,GA Amended Return (500X),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5820,c10,Apply 500X overpayment to next year's estimates,GA Amended Return (500X),NUMBER,,N,formattedNumber; min=0; max=1
Federal,s5820,c67,Amount paid with original return,GA Amended Return (500X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5820,c68,Overpayment on original return,GA Amended Return (500X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c1,Other state and local interest [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c2,Interest/dividends exempt from federal income tax [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c4,Taxable amount lump-sum distributions [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c5,Share of fiduciary adjustment [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c6,Loss on sale of CT state or local government bonds [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c7,Other additions [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c8,Interest on U.S. government obligations [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c9,Qualifying U.S. mutual funds exempt dividends [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c10,Social security benefit adjustment [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c11,Refunds state and local income taxes [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c12,Railroad retirement benefits/supplemental annuities [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c14,Share of fiduciary adjustment [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c15,Gain on sale of CT state or local government bonds [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c16,Other subtractions [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c18,CHET contribution [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c19,Federal section 168(k) bonus depreciation allowed for the tax year [Override],CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c20,80% of federal section 179 deduction [Override],CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c21,25% of federal section 168(k) bonus depreciation added back in preceding tax year [Override],CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c22,Pension or annuity income [Override],CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c32,50% military retirement pay,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c33,50% of Connecticut teacher's retirement pay [Override],CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c60,Federal adjusted gross income,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c61,Additions,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c62,Subtractions,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c63,Income tax,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c64,Credit for income tax paid to other jurisdictions,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c65,Connecticut income tax withheld,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c66,All estimated payments,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c67,Amounts paid with original return and paid after filing,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c68,Total overpayment,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c69,Connecticut alternative minimum tax,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=0; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c70,Adjusted net Connecticut minimum tax credit,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c71,Earned income tax credit,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c72,Earned income tax credit,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=1; max=999999999; src:STRING; source:maxLength=1
Federal,s5821,c74,Income from Connecticut sources,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c75,Income tax,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c76,Individual use tax,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c77,Federal adjusted gross income,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c78,Additions,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c79,Subtractions,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c80,Income from Connecticut sources,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c81,Income tax,CT Amended Return (CT-1040X),NUMBER,,N,src:STRING; source:maxLength=1
Federal,s5821,c82,Income tax,CT Amended Return (CT-1040X),NUMBER,,N,formattedNumber; min=-1; max=999999999; src:STRING; source:maxLength=1
